order_id,order_date,region,product,quantity,unit_price
1180,2026-01-26,West,Widget C,13,32.75
1181,2026-06-30,South,Widget B,10,24.5
1182,2026-12-04,South,Widget A,15,
1183,2026-08-14,North,Widget E,6,41.8
1184,2026-06-01,East,Widget D,3,15.25
1185,2026-07-07,East,Widget B,5,24.5
1186,2026-06-01,East,Widget A,8,19.99
1187,2026-04-26,West,Widget E,6,41.8
1188,2026-05-16,North,Widget D,6,15.25
1189,2026-10-27,West,Widget C,2,32.75
1190,2026-11-14,East,Widget E,4,41.8
1191,2026-08-26,East,Widget D,2,15.25
1192,2026-06-05,West,Widget A,2,19.99
1193,2026-07-18,West,Widget C,11,32.75
1194,2026-10-04,West,Widget E,12,41.8
1195,2026-12-02,North,Widget D,10,15.25
1196,2026-01-17,East,Widget B,8,24.5
1197,2026-07-05,North,Widget C,9,32.75
1198,2026-02-01,West,Widget C,4,32.75
1199,2026-08-21,North,Widget B,11,24.5
1200,2026-01-26,East,Widget B,3,24.5
1201,2026-10-11,South,Widget E,4,41.8
1202,2026-03-17,North,Widget C,14,32.75
1203,2026-10-04,East,Widget B,2,
1204,2026-01-08,East,Widget B,10,24.5
1205,2026-01-27,South,Widget D,9,15.25
1206,2026-08-18,East,Widget E,10,41.8
1207,2026-11-11,North,Widget E,5,41.8
1208,2026-02-01,West,Widget D,7,15.25
1209,2026-08-16,North,Widget A,6,19.99
1210,2026-05-21,East,Widget D,10,15.25
1211,2026-11-06,West,Widget A,13,19.99
1212,2026-11-30,South,Widget D,8,15.25
1213,2026-08-21,West,Widget D,12,15.25
1214,2026-12-07,East,Widget C,3,32.75
1215,2026-02-16,North,Widget A,7,19.99
1216,2026-03-08,North,Widget E,9,41.8
1217,2026-07-30,East,Widget D,14,
1218,2026-05-28,East,Widget C,2,32.75
1219,2026-12-03,West,Widget B,14,24.5
1220,2026-07-08,North,Widget C,10,32.75
1221,2026-10-15,North,Widget E,15,41.8
1222,2026-01-15,South,Widget C,12,32.75
1223,2026-06-29,North,Widget B,14,24.5
1224,2026-02-05,South,Widget A,2,19.99
1225,2026-08-03,West,Widget C,3,32.75
1226,2026-10-18,North,Widget A,3,19.99
1227,2026-12-12,North,Widget C,8,32.75
1228,2026-08-15,West,Widget C,4,32.75
1229,2026-08-09,North,Widget C,11,32.75
1230,2026-12-08,East,Widget A,4,19.99
1231,2026-01-04,South,Widget C,4,32.75
1232,2026-05-29,East,Widget A,1,19.99
1233,2026-03-08,West,Widget E,12,41.8
1234,2026-12-09,East,Widget A,7,
1235,2026-01-10,West,Widget A,14,19.99
1236,2026-07-27,West,Widget C,2,32.75
1237,2026-03-29,West,Widget C,2,32.75
1238,2026-08-12,West,Widget E,2,41.8
1239,2026-06-23,South,Widget C,13,32.75
1240,2026-02-28,South,Widget C,6,32.75
1241,2026-03-17,South,Widget A,3,19.99
1242,2026-03-20,North,Widget B,13,24.5
1243,2026-10-16,West,Widget E,11,41.8
1244,2026-11-18,East,Widget B,8,24.5
1245,2026-06-05,East,Widget E,1,41.8
1246,2026-08-25,West,Widget A,1,19.99
1247,2026-11-27,North,Widget E,10,41.8
1248,2026-10-11,North,Widget D,15,15.25
1249,2026-06-14,West,Widget E,3,41.8
1250,2026-06-25,North,Widget E,11,41.8
1251,2026-08-13,West,Widget E,9,41.8
1252,2026-05-25,West,Widget D,13,15.25
1253,2026-11-20,East,Widget A,6,19.99
1254,2026-05-26,East,Widget E,14,41.8
1255,2026-12-06,South,Widget C,5,32.75
1256,2026-07-20,South,Widget E,12,41.8
1257,2026-07-12,East,Widget B,11,24.5
1258,2026-12-17,North,Widget D,9,15.25
1259,2026-04-03,South,Widget C,13,32.75
1260,2026-03-12,South,Widget A,5,19.99
1261,2026-10-04,North,Widget C,15,32.75
1262,2026-07-12,South,Widget B,3,24.5
1263,2026-03-26,West,Widget A,7,19.99
1264,2026-08-16,East,Widget D,4,15.25
1265,2026-08-29,South,Widget C,11,32.75
1266,2026-08-25,East,Widget D,9,15.25
1267,2026-04-13,South,Widget C,1,32.75
1268,2026-10-11,North,Widget E,14,41.8
1269,2026-03-24,East,Widget D,15,15.25
1270,2026-02-16,South,Widget D,15,
1271,2026-01-28,West,Widget E,6,41.8
1272,2026-07-11,South,Widget A,6,19.99
1273,2026-11-29,East,Widget B,,24.5
1274,2026-08-30,South,Widget D,8,15.25
1275,2026-01-10,East,Widget B,14,24.5
1276,2026-11-08,West,Widget A,13,19.99
1277,2026-01-25,South,Widget D,11,15.25
1278,2026-02-26,West,Widget E,,41.8
1279,2026-05-04,South,Widget C,,32.75
1280,2026-10-20,West,Widget B,11,24.5
1281,2026-07-04,North,Widget E,9,41.8
1282,2026-10-11,North,Widget D,14,15.25
1283,2026-07-11,East,Widget A,6,19.99
1284,2026-12-03,North,Widget E,12,41.8
1285,2026-06-30,East,Widget B,14,24.5
1286,2026-12-23,West,Widget B,13,24.5
1287,2026-08-23,North,Widget C,,32.75
1288,2026-01-22,East,Widget C,9,32.75
1289,2026-08-31,East,Widget A,13,19.99
1290,2026-01-25,East,Widget C,2,32.75
1291,2026-07-24,West,Widget D,6,15.25
1292,2026-09-12,East,Widget E,5,41.8
1293,2026-02-10,West,Widget E,14,41.8
1294,2026-02-22,North,Widget C,11,32.75
1295,2026-08-07,South,Widget D,6,15.25
1296,2026-06-30,West,Widget C,11,32.75
1297,2026-02-08,West,Widget C,9,32.75
1298,2026-01-16,South,Widget E,11,
1299,2026-02-04,South,Widget C,6,32.75
1300,2026-11-06,South,Widget D,6,15.25
1301,2026-10-21,South,Widget E,6,41.8
1302,2026-05-08,North,Widget A,12,19.99
1303,2026-10-15,North,Widget C,13,32.75
1304,2026-11-10,East,Widget D,4,15.25
1305,2026-08-20,South,Widget D,2,15.25
1306,2026-06-13,East,Widget A,9,19.99
1307,2026-03-22,South,Widget C,9,32.75
1308,2026-03-13,South,Widget D,1,15.25
1309,2026-08-28,South,Widget E,15,41.8
1310,2026-09-03,West,Widget D,14,15.25
1311,2026-06-12,North,Widget D,8,15.25
1312,2026-10-10,South,Widget B,7,24.5
1313,2026-03-05,South,Widget C,3,32.75
1314,2026-04-26,East,Widget E,15,41.8
1315,2026-04-11,East,Widget B,11,24.5
1316,2026-09-15,South,Widget E,10,41.8
1317,2026-11-06,East,Widget E,1,
1318,2026-01-24,East,Widget B,13,24.5
1319,2026-01-16,West,Widget E,5,41.8
1320,2026-05-06,West,Widget C,8,
1321,2026-08-14,West,Widget D,8,15.25
1322,2026-06-10,East,Widget C,7,32.75
1323,2026-10-15,North,Widget C,4,32.75
1324,2026-05-07,South,Widget A,1,19.99
1325,2026-11-12,West,Widget B,14,24.5
1326,2026-10-23,East,Widget B,13,24.5
1327,2026-08-28,West,Widget C,,32.75
1328,2026-09-16,West,Widget B,4,
1329,2026-05-25,West,Widget E,15,41.8
1330,2026-05-27,North,Widget A,7,19.99
1331,2026-07-07,West,Widget C,1,32.75
1332,2026-04-10,East,Widget E,5,41.8
1333,2026-10-09,East,Widget E,11,41.8
1334,2026-02-19,West,Widget C,13,32.75
1335,2026-07-07,South,Widget B,10,24.5
1336,2026-01-24,North,Widget B,12,24.5
1337,2026-08-22,South,Widget E,15,41.8
1338,2026-11-10,East,Widget B,7,24.5
1339,2026-06-03,East,Widget E,14,41.8
1340,2026-10-16,East,Widget D,,15.25
1341,2026-02-26,West,Widget E,5,41.8
1342,2026-12-19,North,Widget E,8,41.8
1343,2026-10-24,South,Widget A,10,19.99
1344,2026-11-14,West,Widget B,14,
1345,2026-12-25,North,Widget B,1,24.5
1346,2026-07-31,South,Widget D,9,15.25
1347,2026-02-01,South,Widget E,4,41.8
1348,2026-09-02,West,Widget C,3,32.75
1349,2026-10-07,East,Widget C,10,32.75
1350,2026-05-23,East,Widget B,5,24.5
1351,2026-12-20,West,Widget C,8,32.75
1352,2026-05-21,East,Widget A,10,19.99
1353,2026-07-22,East,Widget B,,24.5
1354,2026-02-10,East,Widget D,11,15.25
1355,2026-04-14,East,Widget E,12,41.8
1356,2026-10-28,South,Widget B,1,24.5
1357,2026-11-23,South,Widget A,2,19.99
1358,2026-02-21,South,Widget A,9,19.99
1359,2026-12-01,West,Widget D,11,15.25
1360,2026-06-14,East,Widget A,15,19.99
1361,2026-04-29,North,Widget B,7,24.5
1362,2026-01-19,West,Widget D,3,15.25
1363,2026-05-29,North,Widget A,5,19.99
1364,2026-06-21,East,Widget D,11,15.25
1365,2026-03-10,West,Widget C,4,32.75
1366,2026-08-23,East,Widget B,1,24.5
1367,2026-10-18,South,Widget B,10,24.5
1368,2026-08-07,East,Widget A,7,19.99
1369,2026-03-13,West,Widget C,15,32.75
1370,2026-05-01,West,Widget C,6,32.75
1371,2026-01-06,East,Widget C,12,32.75
1372,2026-08-27,East,Widget B,7,24.5
1373,2026-12-27,East,Widget A,11,19.99
1374,2026-11-11,South,Widget B,3,24.5
1375,2026-11-07,East,Widget D,12,15.25
1376,2026-10-03,South,Widget B,11,24.5
1377,2026-02-11,West,Widget E,12,41.8
1378,2026-02-27,North,Widget E,15,41.8
1379,2026-03-18,South,Widget C,14,32.75
1380,2026-04-16,West,Widget A,15,19.99
1381,2026-08-21,South,Widget E,7,
1382,2026-08-25,East,Widget A,7,
1383,2026-04-22,North,Widget A,7,19.99
1384,2026-01-31,North,Widget D,1,15.25
1385,2026-03-11,West,Widget C,15,32.75
1386,2026-07-13,West,Widget A,11,19.99
1387,2026-03-10,East,Widget A,3,19.99
1388,2026-03-07,South,Widget A,,19.99
1389,2026-12-11,West,Widget E,7,41.8
1390,2026-06-27,South,Widget C,4,32.75
1391,2026-02-27,North,Widget D,10,15.25
1392,2026-01-09,South,Widget B,2,
1393,2026-11-03,North,Widget B,,24.5
1394,2026-10-04,South,Widget A,3,19.99
1395,2026-10-22,East,Widget E,10,41.8
1396,2026-05-02,East,Widget B,11,24.5
1397,2026-05-21,North,Widget E,10,41.8
1398,2026-11-17,West,Widget E,,41.8
1399,2026-11-26,West,Widget E,6,41.8
1400,2026-06-03,West,Widget B,13,24.5
1401,2026-04-26,East,Widget B,13,
1402,2026-07-31,West,Widget E,9,41.8
1403,2026-04-15,East,Widget A,15,19.99
1404,2026-10-02,South,Widget A,5,19.99
1405,2026-01-21,North,Widget B,13,24.5
1406,2026-10-14,South,Widget D,4,15.25
1407,2026-01-08,South,Widget B,12,24.5
1408,2026-09-03,South,Widget E,12,41.8
1409,2026-10-10,East,Widget C,7,32.75
1410,2026-06-07,East,Widget C,9,32.75
1411,2026-08-29,East,Widget B,6,
1412,2026-04-24,South,Widget A,5,19.99
1413,2026-08-02,East,Widget B,4,24.5
1414,2026-05-06,West,Widget E,11,41.8
1415,2026-09-08,West,Widget D,3,15.25
1416,2026-03-13,West,Widget B,15,24.5
1417,2026-01-31,North,Widget A,14,19.99
1418,2026-07-31,South,Widget B,2,
1419,2026-09-16,West,Widget C,1,32.75
1420,2026-11-12,West,Widget D,,15.25
1421,2026-01-07,North,Widget E,12,41.8
1422,2026-01-09,West,Widget B,2,24.5
1423,2026-05-04,South,Widget E,9,41.8
1424,2026-07-23,North,Widget C,7,32.75
1425,2026-12-23,South,Widget C,11,32.75
1426,2026-11-29,North,Widget A,7,19.99
1427,2026-01-29,North,Widget B,2,24.5
1428,2026-06-19,North,Widget E,,41.8
1429,2026-12-21,West,Widget C,1,32.75
1430,2026-05-24,North,Widget B,15,
1431,2026-04-17,South,Widget D,15,15.25
1432,2026-05-04,West,Widget E,6,41.8
1433,2026-12-19,North,Widget E,12,
1434,2026-08-12,South,Widget A,6,19.99
1435,2026-11-01,West,Widget C,1,32.75
1436,2026-08-19,West,Widget B,6,24.5
1437,2026-04-06,West,Widget A,13,19.99
1438,2026-02-07,North,Widget C,3,32.75
1439,2026-03-20,West,Widget C,6,
1440,2026-06-07,West,Widget C,13,32.75
1441,2026-04-06,West,Widget D,9,15.25
1442,2026-01-14,North,Widget C,9,32.75
1443,2026-06-16,West,Widget A,5,19.99
1444,2026-10-14,South,Widget E,9,41.8
1445,2026-03-13,East,Widget C,5,32.75
1446,2026-08-11,East,Widget D,5,15.25
1447,2026-05-09,South,Widget D,10,15.25
1448,2026-03-11,East,Widget A,7,19.99
1449,2026-06-18,West,Widget C,7,32.75
1450,2026-11-01,South,Widget C,6,32.75
1451,2026-09-03,East,Widget B,7,24.5
1452,2026-12-22,West,Widget E,13,41.8
1453,2026-07-21,East,Widget A,15,19.99
1454,2026-10-07,South,Widget E,1,41.8
1455,2026-12-29,South,Widget D,13,15.25
1456,2026-07-29,West,Widget B,11,24.5
1457,2026-03-20,West,Widget D,2,15.25
1458,2026-10-26,West,Widget E,9,41.8
1459,2026-08-03,North,Widget C,12,32.75
1460,2026-11-23,North,Widget A,13,19.99
1461,2026-03-27,North,Widget E,11,41.8
1462,2026-06-19,West,Widget A,1,19.99
1463,2026-09-23,South,Widget D,6,15.25
1464,2026-10-29,South,Widget C,1,32.75
1465,2026-02-13,North,Widget B,6,24.5
1466,2026-04-16,West,Widget C,8,32.75
1467,2026-08-20,East,Widget A,,19.99
1468,2026-01-12,East,Widget A,11,19.99
1469,2026-05-05,South,Widget E,3,41.8
1470,2026-08-25,South,Widget D,11,15.25
1471,2026-08-10,West,Widget A,12,19.99
1472,2026-10-31,West,Widget D,1,15.25
1473,2026-12-27,North,Widget E,2,41.8
1474,2026-07-07,East,Widget B,8,24.5
1475,2026-09-08,East,Widget E,7,41.8
1476,2026-06-28,East,Widget D,10,15.25
1477,2026-06-02,North,Widget B,6,24.5
1478,2026-04-04,East,Widget B,9,24.5
1479,2026-10-22,West,Widget D,3,15.25
1480,2026-11-27,South,Widget E,3,41.8
1481,2026-06-11,West,Widget E,1,41.8
1482,2026-09-06,South,Widget B,14,24.5
1483,2026-12-01,West,Widget D,11,15.25
1484,2026-08-16,West,Widget B,2,24.5
1485,2026-04-23,East,Widget A,5,19.99
1486,2026-08-23,West,Widget E,9,41.8
1487,2026-10-06,East,Widget E,14,41.8
1488,2026-08-14,South,Widget D,2,15.25
1489,2026-05-07,East,Widget A,8,19.99
1490,2026-02-14,West,Widget A,13,19.99
1491,2026-10-29,East,Widget E,11,41.8
1492,2026-04-16,South,Widget A,10,19.99
1493,2026-10-03,South,Widget C,12,32.75
1494,2026-09-21,North,Widget B,13,24.5
1495,2026-05-22,South,Widget B,4,24.5
1496,2026-05-07,West,Widget D,3,15.25
1497,2026-08-01,West,Widget D,2,15.25
1498,2026-02-17,West,Widget E,12,41.8
1499,2026-07-08,West,Widget D,6,15.25
1500,2026-02-17,West,Widget C,14,32.75
1501,2026-04-22,West,Widget B,8,24.5
1502,2026-06-22,South,Widget E,14,41.8
1503,2026-12-16,North,Widget A,2,19.99
1504,2026-01-09,North,Widget B,8,24.5
1505,2026-08-08,South,Widget B,15,24.5
1506,2026-05-21,North,Widget C,5,32.75
1507,2026-11-29,South,Widget A,7,19.99
1508,2026-04-30,West,Widget A,12,19.99
1509,2026-02-09,South,Widget E,4,41.8
1510,2026-01-05,East,Widget A,14,19.99
1511,2026-02-06,South,Widget D,2,15.25
1512,2026-06-10,East,Widget C,3,32.75
1513,2026-03-10,South,Widget A,9,19.99
1514,2026-03-26,West,Widget C,12,32.75
1515,2026-07-30,West,Widget B,2,24.5
1516,2026-03-05,West,Widget C,7,32.75
1517,2026-05-22,North,Widget B,9,24.5
1518,2026-05-26,North,Widget C,4,32.75
1519,2026-07-20,East,Widget A,13,19.99
1520,2026-09-11,West,Widget A,4,19.99
1521,2026-09-28,North,Widget C,15,32.75
1522,2026-10-19,West,Widget C,9,32.75
1523,2026-02-07,North,Widget E,,41.8
1524,2026-01-31,West,Widget E,5,41.8
1525,2026-08-01,West,Widget D,2,15.25
1526,2026-03-20,East,Widget A,5,19.99
1527,2026-03-21,East,Widget D,10,15.25
1528,2026-12-15,North,Widget C,12,32.75
1529,2026-05-03,North,Widget B,2,24.5
1530,2026-11-10,North,Widget C,11,32.75
1531,2026-03-03,North,Widget B,,24.5
1532,2026-06-27,East,Widget B,6,24.5
1533,2026-05-18,North,Widget A,6,19.99
1534,2026-02-02,East,Widget E,11,41.8
1535,2026-07-04,North,Widget D,14,15.25
1536,2026-05-11,North,Widget E,11,41.8
1537,2026-09-18,North,Widget A,14,19.99
1538,2026-08-30,East,Widget D,15,15.25
1539,2026-01-19,West,Widget B,6,24.5
1540,2026-06-13,East,Widget A,10,19.99
1541,2026-01-27,South,Widget B,13,
1542,2026-07-25,North,Widget D,14,15.25
1543,2026-06-17,North,Widget E,,41.8
1544,2026-10-16,East,Widget E,4,41.8
1545,2026-09-10,South,Widget E,13,41.8
1546,2026-07-29,North,Widget B,9,24.5
1547,2026-01-05,East,Widget A,13,19.99
1548,2026-06-07,North,Widget B,9,24.5
1549,2026-01-31,South,Widget C,,32.75
1550,2026-09-24,West,Widget C,8,32.75
1551,2026-02-18,South,Widget D,2,15.25
1552,2026-12-06,South,Widget B,5,24.5
1553,2026-07-21,East,Widget C,8,32.75
1554,2026-04-14,South,Widget E,2,41.8
1555,2026-08-27,East,Widget D,2,15.25
1556,2026-04-17,West,Widget C,8,32.75
1557,2026-03-22,East,Widget E,1,41.8
1558,2026-03-17,North,Widget B,6,
1559,2026-06-03,East,Widget B,1,24.5
1560,2026-10-12,South,Widget A,8,19.99
1561,2026-03-04,North,Widget A,14,19.99
1562,2026-04-12,West,Widget C,11,32.75
1563,2026-10-26,East,Widget A,1,19.99
1564,2026-11-27,West,Widget B,2,24.5
1565,2026-06-19,North,Widget A,,19.99
1566,2026-08-10,West,Widget D,1,15.25
1567,2026-07-01,South,Widget B,5,24.5
1568,2026-01-18,South,Widget C,8,32.75
1569,2026-02-01,North,Widget C,7,32.75
1570,2026-09-27,South,Widget E,,41.8
1571,2026-07-03,West,Widget E,13,41.8
1572,2026-09-15,East,Widget D,5,15.25
1573,2026-04-23,North,Widget C,1,32.75
1574,2026-07-03,South,Widget B,2,24.5
1575,2026-10-01,North,Widget B,10,24.5
1576,2026-07-01,South,Widget B,4,24.5
1577,2026-12-24,East,Widget E,1,41.8
1578,2026-10-18,South,Widget E,4,41.8
1579,2026-09-10,East,Widget B,,
1580,2026-11-05,South,Widget A,9,19.99
1581,2026-11-11,South,Widget B,6,24.5
1582,2026-06-15,North,Widget A,3,19.99
1583,2026-02-26,East,Widget A,6,19.99
1584,2026-10-28,North,Widget C,5,32.75
1585,2026-08-12,West,Widget C,3,32.75
1586,2026-11-11,East,Widget B,11,24.5
1587,2026-06-07,East,Widget B,3,24.5
1588,2026-10-21,West,Widget E,1,41.8
1589,2026-11-10,South,Widget E,2,41.8
1590,2026-02-09,South,Widget C,6,32.75
1591,2026-02-15,East,Widget D,1,15.25
1592,2026-02-04,East,Widget C,13,
1593,2026-07-17,West,Widget D,3,15.25
1594,2026-07-13,East,Widget E,7,41.8
1595,2026-10-23,South,Widget B,8,24.5
1596,2026-05-31,North,Widget C,5,32.75
1597,2026-03-29,West,Widget B,12,24.5
1598,2026-02-17,East,Widget E,10,41.8
1599,2026-08-09,South,Widget E,15,
1600,2026-06-19,South,Widget B,7,24.5
1601,2026-10-04,East,Widget C,5,
1602,2026-10-20,West,Widget B,1,24.5
1603,2026-05-31,West,Widget B,,24.5
1604,2026-05-30,North,Widget D,14,15.25
1605,2026-08-30,West,Widget C,2,32.75
1606,2026-07-09,West,Widget C,3,32.75
1607,2026-08-27,East,Widget B,14,24.5
1608,2026-12-23,North,Widget A,11,19.99
1609,2026-10-29,South,Widget E,1,41.8
1610,2026-08-03,West,Widget E,15,41.8
1611,2026-07-22,North,Widget E,10,41.8
1612,2026-12-13,South,Widget A,13,19.99
